sample_id,degree,train_error,test_error,train_r2,test_r2,error_difference
6,10,2928.768987757857,24664223.456006296,0.9993161285881567,-7.280873029046814,-24661294.68701854
7,1,184264.60602825333,1651152.0687611832,0.8770269151965149,0.4456350649981784,-1466887.4627329297
7,2,124928.31131212323,1186926.9211113616,0.9166263117346239,0.6014960233387312,-1061998.6097992384
7,3,31972.30069509101,2574196.07511893,0.978662573733031,0.13572827914274166,-2542223.774423839
7,4,16557.106820985722,3002682.7151808254,0.9889502463599263,-0.008133678130085586,-2986125.60835984
7,5,8617.60146072993,603544.8945034709,0.9942488519196655,0.7973632274445032,-594927.2930427409
7,6,8167.1873150675765,12505464.723398292,0.994549445821691,-3.198638798760439,-12497297.536083225
7,7,7055.958167584479,192316520.590816,0.9952910493186132,-63.56918018283656,-192309464.6326484
7,8,7032.434607363359,358311850.2620853,0.9953067482899366,-119.30116991583608,-358304817.82747793
7,9,6253.613547817812,47005246323.22525,0.9958265118531439,-15780.74464709969,-47005240069.6117
7,10,5468.470903270896,3247326839071.66,0.99635049426676,-1090270.5541048127,-3247326833603.1895
8,1,64609.44449114498,1695697.8518640765,0.8985124364224799,0.4306790711671751,-1631088.4073729315
8,2,60861.770854021306,1477761.4826194353,0.9043992269607813,0.5038499701150132,-1416899.711765414
8,3,25543.2226701399,2261097.8487128727,0.9598770821336211,0.24084923148543247,-2235554.626042733
8,4,9113.616250394221,5503672.348528467,0.9856844658560752,-0.8478267516888529,-5494558.732278073
8,5,6486.52259525974,677487.5610116725,0.9898110658671014,0.7725373968694701,-671001.0384164128
8,6,6118.850365544411,31741764.641283404,0.9903885999889749,-9.65711730925572,-31735645.79091786
8,7,5149.284675646765,2802782655.486778,0.9919115794909817,-940.0183677381757,-2802777506.202102
8,8,4788.823609972788,36673266907.61065,0.9924777864226142,-12311.841203533353,-36673262118.78704
8,9,4575.465224934154,744687977388.653,0.9928129266306278,-250023.76149361185,-744687972813.1877
8,10,4336.313733483167,37877702468701.47,0.9931885822702088,-12717222.606687142,-37877702464365.16
9,1,748418.1361088459,1644347.4638010098,0.7176298448670559,0.44791967249001874,-895929.3276921639
9,2,212999.4322079862,973768.2280137698,0.9196375931928901,0.6730628446387087,-760768.7958057837
9,3,138490.6911475764,1265651.4433222055,0.947748943996565,0.5750647118537706,-1127160.7521746291
