,gram_count,document_count,Average_freq,maha_dist,mad_z_gram_count,mad_z_document_count,mad_z_Average_freq
place,8,7,1.1428571428571428,2.260252413031539,4.7215,4.047,0.09635714285714281
often,35,8,4.375,2.5622290566161117,22.933,4.7215,2.2764375
quota,15,3,5.0,0.7558496648998655,9.443,1.349,2.698
123456789,11,1,11.0,2.390962590857764,6.745,0.0,6.745
2error,11,1,11.0,2.390962590857764,6.745,0.0,6.745
benefit,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
remains,8,6,1.3333333333333333,1.8150128756359525,4.7215,3.3725,0.22483333333333327
termed,7,6,1.1666666666666667,1.825276782848588,4.047,3.3725,0.11241666666666672
described,20,9,2.2222222222222223,3.0701335398257665,12.8155,5.396,0.824388888888889
ask,8,2,4.0,0.44957225393225925,4.7215,0.6745,2.0235
attribute,8,3,2.6666666666666665,0.4706060532975808,4.7215,1.349,1.1241666666666665
report,29,6,4.833333333333333,1.7384320333809786,18.886,3.3725,2.585583333333333
compare,37,11,3.3636363636363638,3.876394315539738,24.282,6.745,1.5942727272727273
about,60,15,4.0,5.556477427175496,39.7955,9.443,2.0235
showed,8,5,1.6,1.3664447425443078,4.7215,2.698,0.40470000000000006
conclusions,10,6,1.6666666666666667,1.7961627204265262,6.0705,3.3725,0.4496666666666667
presented,55,7,7.857142857142857,2.2137280148265654,36.423,4.047,4.625142857142857
continuous,9,4,2.25,0.9028838888464695,5.396,2.0235,0.843125
limitation,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
several,27,10,2.7,3.478721684976106,17.537,6.0705,1.1466500000000002
future,10,3,3.3333333333333335,0.5099032887135141,6.0705,1.349,1.5738333333333334
research,67,9,7.444444444444445,2.941277022538783,44.516999999999996,5.396,4.346777777777778
versions,10,3,3.3333333333333335,0.5099032887135141,6.0705,1.349,1.5738333333333334
references,10,9,1.1111111111111112,3.1323767660136443,6.0705,5.396,0.07494444444444448
proc,20,3,6.666666666666667,1.0907470137475161,12.8155,1.349,3.822166666666667
lee,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
heterogeneous,19,6,3.1666666666666665,1.7406043584312332,12.141,3.3725,1.4614166666666666
information,99,17,5.823529411764706,6.304016323595682,66.101,10.792,3.253470588235294
39,14,6,2.3333333333333335,1.7654126876339178,8.7685,3.3725,0.8993333333333334
2014,24,5,4.8,1.348555782610503,15.5135,2.698,2.5631
wang,30,5,6.0,1.4262672619459456,19.5605,2.698,3.3725
models,141,8,17.625,3.320028937849916,94.42999999999999,4.7215,11.2135625
issues,12,4,3.0,0.8934707749290605,7.4195,2.0235,1.349
areas,75,6,12.5,2.4176457162587077,49.913,3.3725,7.75675
american,10,5,2.0,1.3459182276804824,6.0705,2.698,0.6745
inf,10,3,3.3333333333333335,0.5099032887135141,6.0705,1.349,1.5738333333333334
2015,31,5,6.2,1.4431142168061473,20.235,2.698,3.5074
optimized,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
acm,8,3,2.6666666666666665,0.4706060532975808,4.7215,1.349,1.1241666666666665
ieee,15,5,3.0,1.316933120314868,9.443,2.698,1.349
28,35,8,4.375,2.5622290566161117,22.933,4.7215,2.2764375
cochran,20,5,4.0,1.3212527781584862,12.8155,2.698,2.0235
techniques,38,9,4.222222222222222,2.9877147086844595,24.9565,5.396,2.173388888888889
third,10,7,1.4285714285714286,2.2434640013974523,6.0705,4.047,0.2890714285714286
wiley,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
york,8,6,1.3333333333333333,1.8150128756359525,4.7215,3.3725,0.22483333333333327
zhang,26,6,4.333333333333333,1.7323733196813733,16.8625,3.3725,2.248333333333333
59,21,7,3.0,2.173323999807144,13.49,4.047,1.349
2012,13,3,4.333333333333333,0.6402594923123793,8.094,1.349,2.248333333333333
19,38,12,3.1666666666666665,4.316533775799839,24.9565,7.4195,1.4614166666666666
model,155,8,19.375,3.534262400117422,103.873,4.7215,12.3939375
robust,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
2009,13,4,3.25,0.8972205367266324,8.094,2.0235,1.517625
97,21,5,4.2,1.3261288048258812,13.49,2.698,2.1584
23,39,9,4.333333333333333,2.9843050253505408,25.631,5.396,2.248333333333333
datasets,74,7,10.571428571428571,2.3971933002234644,49.2385,4.047,6.455928571428571
journal,36,6,6.0,1.7745043504004983,23.607499999999998,3.3725,3.3725
2008,9,5,1.8,1.3555670301251002,5.396,2.698,0.5396
estimating,15,9,1.6666666666666667,3.099846442507252,9.443,5.396,0.4496666666666667
springer,8,4,2.0,0.9127906897719432,4.7215,2.0235,0.6745
complex,15,7,2.142857142857143,2.206822273529007,9.443,4.047,0.7708571428571428
clusters,9,6,1.5,1.8053051819952584,5.396,3.3725,0.33725
33,24,7,3.4285714285714284,2.161018136855794,15.5135,4.047,1.6380714285714284
design,91,8,11.375,2.7301695014100225,60.705,4.7215,6.9979375
34,39,9,4.333333333333333,2.9843050253505408,25.631,5.396,2.248333333333333
drawing,13,6,2.1666666666666665,1.7722115033939791,8.094,3.3725,0.7869166666666666
society,13,4,3.25,0.8972205367266324,8.094,2.0235,1.517625
series,13,7,1.8571428571428572,2.220549668372045,8.094,4.047,0.5781428571428572
applied,75,8,9.375,2.620069341614901,49.913,4.7215,5.6489375
aspects,17,7,2.4285714285714284,2.19436137613984,10.792,4.047,0.9635714285714284
representative,28,8,3.5,2.585504472457193,18.2115,4.7215,1.68625
38,40,7,5.714285714285714,2.147325601655372,26.3055,4.047,3.1797857142857144
p,152,15,10.133333333333333,5.303254045067517,101.84949999999999,9.443,6.160433333333333
41,8,5,1.6,1.3664447425443078,4.7215,2.698,0.40470000000000006
optimum,107,8,13.375,2.8828772637783846,71.497,4.7215,8.3469375
li,34,5,6.8,1.4996195003156039,22.258499999999998,2.698,3.9120999999999997
scale,20,3,6.666666666666667,1.0907470137475161,12.8155,1.349,3.822166666666667
chapter,70,7,10.0,2.3503064394132642,46.5405,4.047,6.0705
sa,8,3,2.6666666666666665,0.4706060532975808,4.7215,1.349,1.1241666666666665
list,73,7,10.428571428571429,2.385091567303295,48.564,4.047,6.359571428571429
members,22,2,11.0,2.186717698930431,14.1645,0.6745,6.745
convenience,39,9,4.333333333333333,2.9843050253505408,25.631,5.396,2.248333333333333
summary,22,6,3.6666666666666665,1.7332456138429237,14.1645,3.3725,1.7986666666666666
review,31,5,6.2,1.4431142168061473,20.235,2.698,3.5074
individuals,30,3,10.0,1.8297291198653984,19.5605,1.349,6.0705
participants,19,1,19.0,4.481251962875712,12.141,0.0,12.141
critical,13,4,3.25,0.8972205367266324,8.094,2.0235,1.517625
ts,34,2,17.0,3.679222653644543,22.258499999999998,0.6745,10.792
ran,17,4,4.25,0.9453141468208098,10.792,2.0235,2.192125
generalize,14,1,14.0,3.1723512312917093,8.7685,0.0,8.7685
findings,18,2,9.0,1.6894074974933044,11.4665,0.6745,5.396
th,38,9,4.222222222222222,2.9877147086844595,24.9565,5.396,2.173388888888889
treatment,10,2,5.0,0.6963060425724137,6.0705,0.6745,2.698
conditions,11,4,2.75,0.8931690253795873,6.745,2.0235,1.180375
bias,16,6,2.6666666666666665,1.7536346875965576,10.1175,3.3725,1.1241666666666665
groups,43,12,3.5833333333333335,4.294397196634228,28.329,7.4195,1.7424583333333334
stage,32,4,8.0,1.4511848556585465,20.9095,2.0235,4.7215
project,13,4,3.25,0.8972205367266324,8.094,2.0235,1.517625
risk,13,4,3.25,0.8972205367266324,8.094,2.0235,1.517625
effect,29,5,5.8,1.4104754964035122,18.886,2.698,3.2376
children,13,3,4.333333333333333,0.6402594923123793,8.094,1.349,2.248333333333333
g,49,7,7.0,2.1782346594930235,32.376,4.047,4.047
come,12,6,2.0,1.7796078007700256,7.4195,3.3725,0.6745
advantages,7,5,1.4,1.3785222738124179,4.047,2.698,0.26979999999999993
procedures,11,3,3.6666666666666665,0.5456132291834696,6.745,1.349,1.7986666666666666
define,11,5,2.2,1.3375249312622703,6.745,2.698,0.8094000000000001
few,13,8,1.625,2.6672787472915793,8.094,4.7215,0.4215625
term,13,7,1.8571428571428572,2.220549668372045,8.094,4.047,0.5781428571428572
criterion,10,5,2.0,1.3459182276804824,6.0705,2.698,0.6745
united,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
states,11,2,5.5,0.820148524449224,6.745,0.6745,3.03525
people,34,8,4.25,2.5649546849368043,22.258499999999998,4.7215,2.192125
means,55,13,4.230769230769231,4.6886534447992245,36.423,8.094,2.179153846153846
limits,7,5,1.4,1.3785222738124179,4.047,2.698,0.26979999999999993
boundary,20,3,6.666666666666667,1.0907470137475161,12.8155,1.349,3.822166666666667
popula,8,2,4.0,0.44957225393225925,4.7215,0.6745,2.0235
objects,30,3,10.0,1.8297291198653984,19.5605,1.349,6.0705
referred,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
census,29,3,9.666666666666666,1.7540839077074695,18.886,1.349,5.845666666666666
look,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
examples,28,6,4.666666666666667,1.735775832111276,18.2115,3.3725,2.4731666666666667
concerned,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
training,212,10,21.2,3.9931965610390856,142.3195,6.0705,13.624899999999998
studen,12,1,12.0,2.650869234130247,7.4195,0.0,7.4195
psychology,11,1,11.0,2.390962590857764,6.745,0.0,6.745
programs,16,2,8.0,1.4408440559517086,10.1175,0.6745,4.7215
did,12,3,4.0,0.5896361141233036,7.4195,1.349,2.0235
regarding,8,4,2.0,0.9127906897719432,4.7215,2.0235,0.6745
survey,101,10,10.1,3.341272811676667,67.45,6.0705,6.13795
95,29,6,4.833333333333333,1.7384320333809786,18.886,3.3725,2.585583333333333
researchers,25,4,6.25,1.1693046801842086,16.188,2.0235,3.541125
classify,10,3,3.3333333333333335,0.5099032887135141,6.0705,1.349,1.5738333333333334
schools,8,3,2.6666666666666665,0.4706060532975808,4.7215,1.349,1.1241666666666665
differen,15,1,15.0,3.433673162565237,9.443,0.0,9.443
complete,18,5,3.6,1.3154926790036738,11.4665,2.698,1.7537
reported,20,5,4.0,1.3212527781584862,12.8155,2.698,2.0235
per,33,11,3.0,3.8947786657050476,21.584,6.745,1.349
written,9,7,1.2857142857142858,2.251709161942617,5.396,4.047,0.19271428571428578
ed,71,6,11.833333333333334,2.3266235484071838,47.214999999999996,3.3725,7.307083333333334
read,10,7,1.4285714285714286,2.2434640013974523,6.0705,4.047,0.2890714285714286
noted,14,4,3.5,0.9043754228817774,8.7685,2.0235,1.68625
analyses,16,5,3.2,1.3151067363730369,10.1175,2.698,1.4839
had,21,4,5.25,1.039731576275873,13.49,2.0235,2.866625
differences,43,6,7.166666666666667,1.8396466026444436,28.329,3.3725,4.159416666666667
chance,14,2,7.0,1.192392676912969,8.7685,0.6745,4.047
words,14,7,2.0,2.2135290804982004,8.7685,4.047,0.6745
rather,15,6,2.5,1.7592182807292909,9.443,3.3725,1.01175
represented,13,4,3.25,0.8972205367266324,8.094,2.0235,1.517625
comparable,8,4,2.0,0.9127906897719432,4.7215,2.0235,0.6745
students,45,2,22.5,5.047605493327547,29.678,0.6745,14.50175
particular,31,8,3.875,2.5743349379150593,20.235,4.7215,1.9391875
percentage,12,4,3.0,0.8934707749290605,7.4195,2.0235,1.349
school,8,2,4.0,0.44957225393225925,4.7215,0.6745,2.0235
taken,27,7,3.857142857142857,2.15174629860453,17.537,4.047,1.927142857142857
appropriate,18,9,2.0,3.0816752216258525,11.4665,5.396,0.6745
treated,13,6,2.1666666666666665,1.7722115033939791,8.094,3.3725,0.7869166666666666
calculate,9,8,1.125,2.6960555901887613,5.396,4.7215,0.0843125
various,102,11,9.272727272727273,3.71502195562177,68.1245,6.745,5.579954545454545
allow,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
he,22,7,3.142857142857143,2.1688878575135835,14.1645,4.047,1.4453571428571428
illustrate,8,2,4.0,0.44957225393225925,4.7215,0.6745,2.0235
extent,20,6,3.3333333333333335,1.7375165661556542,12.8155,3.3725,1.5738333333333334
h,113,11,10.272727272727273,3.7146292694829506,75.544,6.745,6.2544545454545455
nonprobability,8,1,8.0,1.6177985932376384,4.7215,0.0,4.7215
researcher,16,3,5.333333333333333,0.8187940790850259,10.1175,1.349,2.922833333333333
specify,8,2,4.0,0.44957225393225925,4.7215,0.6745,2.0235
generalizing,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
precise,15,5,3.0,1.316933120314868,9.443,2.698,1.349
difficult,10,3,3.3333333333333335,0.5099032887135141,6.0705,1.349,1.5738333333333334
represen,12,1,12.0,2.650869234130247,7.4195,0.0,7.4195
es,8,4,2.0,0.9127906897719432,4.7215,2.0235,0.6745
test,118,6,19.666666666666668,3.5677969938772605,78.9165,3.3725,12.590666666666667
represent,22,4,5.5,1.0692690726045957,14.1645,2.0235,3.03525
description,24,7,3.4285714285714284,2.161018136855794,15.5135,4.047,1.6380714285714284
discuss,9,5,1.8,1.3555670301251002,5.396,2.698,0.5396
want,15,7,2.142857142857143,2.206822273529007,9.443,4.047,0.7708571428571428
differ,17,6,2.8333333333333335,1.7486677593322508,10.792,3.3725,1.2365833333333334
green,9,4,2.25,0.9028838888464695,5.396,2.0235,0.843125
college,15,2,7.5,1.3166003929015753,9.443,0.6745,4.38425
introductory,7,1,7.0,1.3643281590068304,4.047,0.0,4.047
local,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
center,9,4,2.25,0.9028838888464695,5.396,2.0235,0.843125
should,74,12,6.166666666666667,4.182218324746567,49.2385,7.4195,3.484916666666667
you,70,9,7.777777777777778,2.942769449922186,46.5405,5.396,4.571611111111111
interested,12,4,3.0,0.8934707749290605,7.4195,2.0235,1.349
explicit,17,4,4.25,0.9453141468208098,10.792,2.0235,2.192125
studied,14,5,2.8,1.3200996638193465,8.7685,2.698,1.2141
political,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
con,28,5,5.6,1.3957747358065578,18.2115,2.698,3.1026999999999996
randomly,55,7,7.857142857142857,2.2137280148265654,36.423,4.047,4.625142857142857
cases,25,12,2.0833333333333335,4.379096566505573,16.188,7.4195,0.7307083333333334
too,14,9,1.5555555555555556,3.1061298357863727,8.7685,5.396,0.37472222222222223
great,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
avoid,12,6,2.0,1.7796078007700256,7.4195,3.3725,0.6745
might,18,7,2.5714285714285716,2.1886127100317236,11.4665,4.047,1.0599285714285716
names,9,4,2.25,0.9028838888464695,5.396,2.0235,0.843125
draw,25,7,3.5714285714285716,2.1575882153083277,16.188,4.047,1.7344285714285714
identify,10,5,2.0,1.3459182276804824,6.0705,2.698,0.6745
your,13,2,6.5,1.0682334471793369,8.094,0.6745,3.70975
moreover,15,6,2.5,1.7592182807292909,9.443,3.3725,1.01175
lists,24,2,12.0,2.4354270258066424,15.5135,0.6745,7.4195
sometimes,14,7,2.0,2.2135290804982004,8.7685,4.047,0.6745
limitations,16,6,2.6666666666666665,1.7536346875965576,10.1175,3.3725,1.1241666666666665
biased,9,5,1.8,1.3555670301251002,5.396,2.698,0.5396
sam,15,6,2.5,1.7592182807292909,9.443,3.3725,1.01175
questions,8,3,2.6666666666666665,0.4706060532975808,4.7215,1.349,1.1241666666666665
region,41,5,8.2,1.6615823930896227,26.98,2.698,4.8564
sources,9,3,3.0,0.4843484809731123,5.396,1.349,1.349
association,43,5,8.6,1.7143597915090987,28.329,2.698,5.1262
mind,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
listed,8,4,2.0,0.9127906897719432,4.7215,2.0235,0.6745
universities,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
colleges,9,3,3.0,0.4843484809731123,5.396,1.349,1.349
election,10,1,10.0,2.1318835993066867,6.0705,0.0,6.0705
predict,8,5,1.6,1.3664447425443078,4.7215,2.698,0.40470000000000006
likely,23,6,3.8333333333333335,1.7320671502775518,14.839,3.3725,1.9110833333333335
polls,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
poll,12,2,6.0,0.9441418324274715,7.4195,0.6745,3.3725
predicted,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
landslide,260,2,130.0,31.7966156186993,174.6955,0.6745,87.0105
predictions,8,5,1.6,1.3664447425443078,4.7215,2.698,0.40470000000000006
discussed,23,6,3.8333333333333335,1.7320671502775518,14.839,3.3725,1.9110833333333335
systematic,37,6,6.166666666666667,1.7820895427854857,24.282,3.3725,3.484916666666667
prediction,15,5,3.0,1.316933120314868,9.443,2.698,1.349
why,11,7,1.5714285714285714,2.235520229697045,6.745,4.047,0.3854285714285714
who,28,4,7.0,1.2832733355075163,18.2115,2.0235,4.047
proportion,38,8,4.75,2.5552645248761503,24.9565,4.7215,2.529375
potential,8,6,1.3333333333333333,1.8150128756359525,4.7215,3.3725,0.22483333333333327
depending,11,9,1.2222222222222223,3.125649420367648,6.745,5.396,0.14988888888888896
along,12,4,3.0,0.8934707749290605,7.4195,2.0235,1.349
name,13,7,1.8571428571428572,2.220549668372045,8.094,4.047,0.5781428571428572
during,21,5,4.2,1.3261288048258812,13.49,2.698,2.1584
2000,7,5,1.4,1.3785222738124179,4.047,2.698,0.26979999999999993
populations,13,4,3.25,0.8972205367266324,8.094,2.0235,1.517625
options,20,4,5.0,1.0123846600469644,12.8155,2.0235,2.698
include,21,7,3.0,2.173323999807144,13.49,4.047,1.349
computer,28,4,7.0,1.2832733355075163,18.2115,2.0235,4.047
except,8,4,2.0,0.9127906897719432,4.7215,2.0235,0.6745
individual,27,9,3.0,3.0334248870356704,17.537,5.396,1.349
enter,8,3,2.6666666666666665,0.4706060532975808,4.7215,1.349,1.1241666666666665
starting,7,5,1.4,1.3785222738124179,4.047,2.698,0.26979999999999993
ny,8,5,1.6,1.3664447425443078,4.7215,2.698,0.40470000000000006
columns,22,3,7.333333333333333,1.2341348448293237,14.1645,1.349,4.271833333333333
common,22,9,2.4444444444444446,3.0590559080741744,14.1645,5.396,0.9742777777777779
column,72,5,14.4,2.667432575179617,47.8895,2.698,9.0383
ess,51,2,25.5,5.794034671832223,33.725,0.6745,16.52525
software,42,6,7.0,1.8286635101974036,27.6545,3.3725,4.047
mentioned,12,7,1.7142857142857142,2.227881070755732,7.4195,4.047,0.4817857142857142
menu,12,2,6.0,0.9441418324274715,7.4195,0.6745,3.3725
perform,17,7,2.4285714285714284,2.19436137613984,10.792,4.047,0.9635714285714284
decide,8,4,2.0,0.9127906897719432,4.7215,2.0235,0.6745
finally,17,5,3.4,1.3146260975769537,10.792,2.698,1.6188
needed,13,4,3.25,0.8972205367266324,8.094,2.0235,1.517625
his,10,4,2.5,0.8963187704492105,6.0705,2.0235,1.01175
return,8,3,2.6666666666666665,0.4706060532975808,4.7215,1.349,1.1241666666666665
located,10,2,5.0,0.6963060425724137,6.0705,0.6745,2.698
de,12,5,2.4,1.3304109032922478,7.4195,2.698,0.9442999999999999
assess,9,3,3.0,0.4843484809731123,5.396,1.349,1.349
whom,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
pattern,9,5,1.8,1.3555670301251002,5.396,2.698,0.5396
sex,8,2,4.0,0.44957225393225925,4.7215,0.6745,2.0235
characteristic,50,8,6.25,2.5457935272783883,33.0505,4.7215,3.541125
suggest,7,6,1.1666666666666667,1.825276782848588,4.047,3.3725,0.11241666666666672
values,139,15,9.266666666666667,5.324783121947501,93.081,9.443,5.575866666666667
situations,21,5,4.2,1.3261288048258812,13.49,2.698,2.1584
requiring,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
surveys,35,6,5.833333333333333,1.76751432734551,22.933,3.3725,3.260083333333333
nature,17,7,2.4285714285714284,2.19436137613984,10.792,4.047,0.9635714285714284
years,9,5,1.8,1.3555670301251002,5.396,2.698,0.5396
although,14,6,2.3333333333333335,1.7654126876339178,8.7685,3.3725,0.8993333333333334
course,10,6,1.6666666666666667,1.7961627204265262,6.0705,3.3725,0.4496666666666667
variability,32,9,3.5555555555555554,3.0108002697333953,20.9095,5.396,1.7237222222222222
participate,9,1,9.0,1.8739755619519085,5.396,0.0,5.396
effort,17,4,4.25,0.9453141468208098,10.792,2.0235,2.192125
conduct,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
form,15,9,1.6666666666666667,3.099846442507252,9.443,5.396,0.4496666666666667
separate,14,7,2.0,2.2135290804982004,8.7685,4.047,0.6745
income,17,7,2.4285714285714284,2.19436137613984,10.792,4.047,0.9635714285714284
ic,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
representing,7,5,1.4,1.3785222738124179,4.047,2.698,0.26979999999999993
primary,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
purposes,10,4,2.5,0.8963187704492105,6.0705,2.0235,1.01175
faculty,19,3,6.333333333333333,1.0205272868407913,12.141,1.349,3.5973333333333333
500,42,8,5.25,2.5488265735732543,27.6545,4.7215,2.866625
se,22,7,3.142857142857143,2.1688878575135835,14.1645,4.047,1.4453571428571428
against,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
representation,20,10,2.0,3.515825121831944,12.8155,6.0705,0.6745
particularly,8,5,1.6,1.3664447425443078,4.7215,2.698,0.40470000000000006
assuming,14,5,2.8,1.3200996638193465,8.7685,2.698,1.2141
comparisons,9,3,3.0,0.4843484809731123,5.396,1.349,1.349
involved,8,4,2.0,0.9127906897719432,4.7215,2.0235,0.6745
90,37,7,5.285714285714286,2.1431616926573387,24.282,4.047,2.8907142857142856
proportions,13,4,3.25,0.8972205367266324,8.094,2.0235,1.517625
view,19,7,2.7142857142857144,2.183188662520717,12.141,4.047,1.1562857142857144
k,426,14,30.428571428571427,5.804300902536542,286.6625,8.7685,19.849571428571426
ce,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
planning,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
location,8,4,2.0,0.9127906897719432,4.7215,2.0235,0.6745
statements,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
my,15,2,7.5,1.3166003929015753,9.443,0.6745,4.38425
unknown,10,5,2.0,1.3459182276804824,6.0705,2.698,0.6745
generalized,10,4,2.5,0.8963187704492105,6.0705,2.0235,1.01175
below,19,8,2.375,2.6295024999199064,12.141,4.7215,0.9274375
extreme,7,6,1.1666666666666667,1.825276782848588,4.047,3.3725,0.11241666666666672
human,23,6,3.8333333333333335,1.7320671502775518,14.839,3.3725,1.9110833333333335
taking,28,12,2.3333333333333335,4.364027419516276,18.2115,7.4195,0.8993333333333334
choosing,7,6,1.1666666666666667,1.825276782848588,4.047,3.3725,0.11241666666666672
relevant,8,6,1.3333333333333333,1.8150128756359525,4.7215,3.3725,0.22483333333333327
site,7,2,3.5,0.327398557299801,4.047,0.6745,1.68625
skills,20,2,10.0,1.938039884264855,12.8155,0.6745,6.0705
assessment,24,4,6.0,1.1342187583647536,15.5135,2.0235,3.3725
obviously,9,5,1.8,1.3555670301251002,5.396,2.698,0.5396
evaluated,23,5,4.6,1.3398001733464862,14.839,2.698,2.4282
principle,8,5,1.6,1.3664447425443078,4.7215,2.698,0.40470000000000006
relationship,9,5,1.8,1.3555670301251002,5.396,2.698,0.5396
variables,80,9,8.88888888888889,2.956285696699022,53.2855,5.396,5.321055555555556
ds,13,2,6.5,1.0682334471793369,8.094,0.6745,3.70975
support,16,5,3.2,1.3151067363730369,10.1175,2.698,1.4839
desirable,7,5,1.4,1.3785222738124179,4.047,2.698,0.26979999999999993
reasons,13,8,1.625,2.6672787472915793,8.094,4.7215,0.4215625
reports,8,4,2.0,0.9127906897719432,4.7215,2.0235,0.6745
goal,7,6,1.1666666666666667,1.825276782848588,4.047,3.3725,0.11241666666666672
national,17,5,3.4,1.3146260975769537,10.792,2.698,1.6188
investigated,24,4,6.0,1.1342187583647536,15.5135,2.0235,3.3725
drug,8,2,4.0,0.44957225393225925,4.7215,0.6745,2.0235
age,22,6,3.6666666666666665,1.7332456138429237,14.1645,3.3725,1.7986666666666666
level,21,8,2.625,2.6183895465988156,13.49,4.7215,1.0960625
basis,14,8,1.75,2.660527966493362,8.7685,4.7215,0.505875
ad,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
tab,12,2,6.0,0.9441418324274715,7.4195,0.6745,3.3725
le,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
1000,11,5,2.2,1.3375249312622703,6.745,2.698,0.8094000000000001
italy,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
together,10,7,1.4285714285714286,2.2434640013974523,6.0705,4.047,0.2890714285714286
ha,25,4,6.25,1.1693046801842086,16.188,2.0235,3.541125
article,21,4,5.25,1.039731576275873,13.49,2.0235,2.866625
details,14,5,2.8,1.3200996638193465,8.7685,2.698,1.2141
probably,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
effective,11,8,1.375,2.6813152274307064,6.745,4.7215,0.2529375
importance,24,6,4.0,1.7315286670834846,15.5135,3.3725,2.0235
big,13,7,1.8571428571428572,2.220549668372045,8.094,4.047,0.5781428571428572
able,11,7,1.5714285714285714,2.235520229697045,6.745,4.047,0.3854285714285714
detect,11,4,2.75,0.8931690253795873,6.745,2.0235,1.180375
detected,12,3,4.0,0.5896361141233036,7.4195,1.349,2.0235
sufficiently,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
achieve,15,8,1.875,2.6539573180616016,9.443,4.7215,0.5901875
conclusion,13,8,1.625,2.6672787472915793,8.094,4.7215,0.4215625
costs,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
associated,15,7,2.142857142857143,2.206822273529007,9.443,4.047,0.7708571428571428
maximum,16,9,1.7777777777777777,3.0936757597367044,10.1175,5.396,0.524611111111111
relatively,17,6,2.8333333333333335,1.7486677593322508,10.792,3.3725,1.2365833333333334
organization,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
persons,9,6,1.5,1.8053051819952584,5.396,3.3725,0.33725
networks,37,7,5.285714285714286,2.1431616926573387,24.282,4.047,2.8907142857142856
produce,13,9,1.4444444444444444,3.1125252569729787,8.094,5.396,0.29977777777777775
help,19,10,1.9,3.521435983121933,12.141,6.0705,0.60705
height,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
slightly,15,5,3.0,1.316933120314868,9.443,2.698,1.349
unbiased,51,9,5.666666666666667,2.953350264404855,33.725,5.396,3.147666666666667
55,13,6,2.1666666666666665,1.7722115033939791,8.094,3.3725,0.7869166666666666
49,12,6,2.0,1.7796078007700256,7.4195,3.3725,0.6745
52,19,5,3.8,1.3177038226776527,12.141,2.698,1.8885999999999998
account,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
47,10,5,2.0,1.3459182276804824,6.0705,2.698,0.6745
correctly,10,3,3.3333333333333335,0.5099032887135141,6.0705,1.349,1.5738333333333334
situation,19,8,2.375,2.6295024999199064,12.141,4.7215,0.9274375
formed,9,6,1.5,1.8053051819952584,5.396,3.3725,0.33725
scientists,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
trained,17,5,3.4,1.3146260975769537,10.792,2.698,1.6188
methodology,11,4,2.75,0.8931690253795873,6.745,2.0235,1.180375
public,14,4,3.5,0.9043754228817774,8.7685,2.0235,1.68625
ation,7,4,1.75,0.9259319186889675,4.047,2.0235,0.505875
cnn,11,3,3.6666666666666665,0.5456132291834696,6.745,1.349,1.7986666666666666
community,7,3,2.3333333333333335,0.4697139373905674,4.047,1.349,0.8993333333333334
meeting,9,2,4.5,0.5727122384228868,5.396,0.6745,2.36075
peer,13,2,6.5,1.0682334471793369,8.094,0.6745,3.70975
